MSSubClass,LotFrontage,LotArea,Street,OverallQual,OverallCond,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,MoSold,SalePrice
20,95.0,15865,Pave,8,6,0.0,351,1043,2217,2217,0,0,2217,1,0,2,0,4,1,8,1,2,621,10,268000
20,128.0,12160,Pave,6,4,90.0,1024,481,1505,1505,0,0,1505,1,0,1,0,2,1,6,1,2,505,2,149500
50,60.0,8064,Pave,5,7,0.0,0,672,672,672,252,0,924,0,0,1,0,3,1,6,1,2,576,7,122900
60,70.0,11184,Pave,6,5,92.0,226,192,918,918,765,0,1683,0,0,2,1,3,1,7,1,2,440,7,172500
20,70.0,8414,Pave,6,8,0.0,663,396,1059,1068,0,0,1068,0,1,1,0,3,1,6,0,1,264,2,154500
20,,13284,Pave,5,5,0.0,1064,319,1383,1383,0,0,1383,1,0,1,0,3,1,6,1,1,354,6,165000
90,64.0,7018,Pave,5,5,0.0,0,0,0,1535,0,0,1535,0,0,2,0,4,2,8,0,2,400,6,118858
60,71.0,7056,Pave,6,5,415.0,400,380,780,983,813,0,1796,1,0,1,1,4,1,8,1,2,483,10,140000
30,50.0,8765,Pave,4,6,0.0,285,666,951,951,0,0,951,0,0,1,0,2,1,6,0,1,327,4,106500
90,64.0,7018,Pave,5,5,0.0,0,0,0,1120,1120,0,2240,0,0,2,0,6,2,12,0,2,528,6,142953
20,100.0,12919,Pave,9,5,760.0,2188,142,2330,2364,0,0,2364,1,0,2,1,2,1,11,2,3,820,3,611657
20,65.0,6993,Pave,5,7,0.0,465,447,912,1236,0,0,1236,0,0,1,0,3,1,6,1,1,288,6,135000
20,,7340,Pave,4,6,0.0,322,536,858,858,0,0,858,0,0,1,0,2,1,4,0,1,684,6,110000
20,64.0,8712,Pave,5,7,0.0,860,132,992,1306,0,0,1306,1,0,1,0,2,1,5,0,1,756,5,153000
60,63.0,7875,Pave,7,5,0.0,0,783,783,807,702,0,1509,0,0,2,1,3,1,8,1,2,393,7,180000
20,50.0,14859,Pave,7,5,27.0,0,1670,1670,1670,0,0,1670,0,0,2,0,3,1,7,1,3,690,8,240000
20,,6173,Pave,5,6,75.0,599,277,876,902,0,0,902,0,0,1,0,3,1,6,0,1,288,8,125500
20,80.0,9920,Pave,5,5,110.0,354,412,1056,1063,0,0,1063,1,0,1,0,3,1,6,0,1,280,2,128000
20,116.0,13501,Pave,8,5,208.0,63,1560,1623,1636,0,0,1636,1,0,2,0,3,1,8,1,3,865,6,255000
50,86.0,11500,Pave,7,7,0.0,223,794,1017,1020,1037,0,2057,0,0,1,1,3,1,6,1,1,180,6,250000
20,,8885,Pave,5,5,0.0,301,239,864,902,0,0,902,1,0,1,0,2,1,5,0,2,484,6,131000
60,149.0,12589,Pave,6,5,0.0,0,742,742,742,742,0,1484,0,0,2,1,3,1,8,1,2,390,6,174000
90,80.0,11600,Pave,5,5,361.0,443,662,1105,1105,1169,0,2274,0,0,2,0,5,2,12,0,2,480,1,154300
20,,9286,Pave,5,7,0.0,196,1072,1268,1268,0,0,1268,0,0,1,1,3,1,5,0,1,252,10,143500
30,51.0,6120,Pave,5,7,0.0,489,279,768,1015,0,0,1015,0,0,1,0,3,1,6,0,1,450,7,88000
90,82.0,6270,Pave,5,6,0.0,284,717,1001,1001,1001,0,2002,0,0,2,0,4,2,8,0,3,871,8,145000
160,30.0,3000,Pave,6,5,76.0,294,318,612,612,612,0,1224,0,0,2,1,2,1,4,0,2,528,6,173733
160,21.0,2001,Pave,4,5,80.0,0,546,546,546,546,0,1092,0,0,1,1,3,1,6,0,1,286,1,75000
20,50.0,9000,Pave,2,3,0.0,50,430,480,480,0,0,480,1,0,0,0,1,1,4,0,1,308,10,35311
20,,17140,Pave,4,6,0.0,1059,75,1134,1229,0,0,1229,0,0,1,0,3,1,6,0,1,284,4,135000
60,103.0,13125,Pave,7,5,0.0,48,422,1104,912,1215,0,2127,1,0,2,1,4,1,8,1,3,833,11,238000
20,87.0,11029,Pave,6,8,0.0,528,245,1184,1414,0,0,1414,1,0,1,0,3,1,6,1,2,601,5,176500
60,70.0,8462,Pave,6,5,105.0,814,114,928,936,785,0,1721,0,1,2,1,3,1,7,0,2,471,7,201000
90,67.0,8777,Pave,5,7,0.0,1084,188,1272,1272,928,0,2200,2,0,2,2,4,2,9,0,0,0,9,145900
20,65.0,10237,Pave,6,5,0.0,28,1288,1316,1316,0,0,1316,0,0,2,0,3,1,6,1,2,397,10,169990
120,50.0,8012,Pave,6,5,0.0,165,598,1604,1617,0,0,1617,1,0,2,0,2,1,5,1,2,533,7,193000
20,79.0,10240,Pave,6,6,157.0,625,0,1686,1686,0,0,1686,1,0,2,0,3,1,7,1,2,612,5,207500
20,,15611,Pave,5,6,0.0,767,266,1126,1126,0,0,1126,0,1,2,0,3,1,6,0,2,540,3,175000
60,93.0,11999,Pave,8,5,340.0,0,1181,1181,1234,1140,0,2374,0,0,2,1,4,1,10,1,3,656,5,285000
60,,9900,Pave,7,5,342.0,552,280,832,1098,880,0,1978,0,0,2,1,4,1,9,1,2,486,4,176000
20,,11838,Pave,8,5,0.0,0,1753,1753,1788,0,0,1788,0,0,2,0,3,1,7,1,2,522,6,236500
60,,13006,Pave,7,5,285.0,0,964,964,993,1243,0,2236,0,0,2,1,4,1,8,1,2,642,11,222000
20,73.0,8925,Pave,8,5,0.0,16,1450,1466,1466,0,0,1466,0,0,2,0,3,1,7,0,3,610,7,201000
20,70.0,9100,Pave,5,6,0.0,338,121,925,925,0,0,925,0,1,1,0,2,1,5,0,1,429,7,117500
20,84.0,11670,Pave,9,5,302.0,0,1905,1905,1905,0,0,1905,0,0,2,0,3,1,8,1,3,788,3,320000
20,63.0,8487,Pave,7,5,210.0,20,1480,1500,1500,0,0,1500,0,0,2,0,3,1,6,0,2,570,8,190000
20,313.0,27650,Pave,7,7,0.0,425,160,585,2069,0,0,2069,1,0,2,0,4,1,9,1,2,505,11,242000
30,52.0,5825,Pave,4,5,108.0,0,600,600,747,0,0,747,0,0,1,0,1,1,5,0,2,528,6,79900
20,67.0,10083,Pave,7,5,,833,343,1176,1200,0,0,1200,1,0,2,0,2,1,5,0,2,555,8,184900
60,75.0,9675,Pave,7,5,0.0,341,772,1113,1113,858,0,1971,0,0,2,1,3,1,8,1,2,689,2,253000
60,73.0,8760,Pave,7,5,0.0,464,927,1391,1391,571,0,1962,0,0,2,1,3,1,7,0,3,868,8,239799
70,,24090,Pave,7,7,0.0,0,1032,1032,1207,1196,0,2403,0,0,2,0,4,1,10,2,1,349,6,244400
90,55.0,12640,Pave,6,5,0.0,936,396,1728,1728,0,0,1728,0,0,2,0,4,2,8,0,2,574,7,150900
60,,8755,Pave,7,5,298.0,772,220,992,1022,1038,0,2060,1,0,2,1,3,1,8,1,2,390,6,214000
90,42.0,7711,Pave,4,3,0.0,1440,0,1440,1440,0,0,1440,2,0,2,0,4,2,8,0,0,0,8,150000
90,100.0,25000,Pave,5,4,0.0,0,1632,1632,1632,0,0,1632,0,0,2,0,4,2,8,0,2,576,6,143000
20,,14375,Pave,6,6,541.0,111,354,819,1344,0,0,1344,0,1,1,0,3,1,7,1,2,525,1,137500
50,98.0,8820,Pave,5,6,0.0,1088,0,1088,1188,561,120,1869,0,0,1,0,2,1,7,0,2,456,9,124900
80,70.0,8163,Pave,5,6,128.0,748,102,1144,1144,0,0,1144,1,0,1,0,3,1,6,1,1,796,3,143000
20,85.0,14536,Pave,8,5,236.0,1300,316,1616,1629,0,0,1629,1,0,2,0,3,1,9,1,3,808,11,270000
60,65.0,14006,Pave,7,5,144.0,0,936,936,936,840,0,1776,0,0,2,1,3,1,7,1,2,474,2,192500
20,78.0,9360,Pave,6,7,0.0,982,179,1161,1381,0,0,1381,1,0,1,1,3,1,5,1,2,676,3,197500
20,60.0,7200,Pave,5,8,0.0,398,317,864,864,0,0,864,1,0,1,0,3,1,5,0,2,720,7,129000
20,60.0,7800,Pave,5,5,0.0,641,187,828,965,0,0,965,1,0,1,0,3,1,6,0,1,300,7,119900
85,60.0,7200,Pave,5,8,0.0,660,108,768,768,0,0,768,0,1,1,0,2,1,5,0,1,396,4,133900
60,,11075,Pave,5,4,232.0,562,29,784,1168,800,0,1968,0,1,2,1,4,1,7,1,2,530,9,172000
90,35.0,9400,Pave,6,5,250.0,945,0,945,980,0,0,980,0,2,2,0,4,0,4,0,0,0,10,127500
90,82.0,7136,Pave,6,6,423.0,484,495,979,979,979,0,1958,0,0,2,0,4,2,8,0,2,492,8,145000
160,24.0,1300,Pave,6,6,0.0,285,276,561,561,668,0,1229,0,0,1,1,2,1,5,1,2,462,5,124000
20,70.0,7420,Pave,5,5,0.0,417,640,1057,1057,0,0,1057,0,0,1,0,3,1,6,0,2,576,4,132000
20,65.0,8450,Pave,7,5,0.0,699,638,1337,1337,0,0,1337,1,0,2,0,3,1,6,0,2,531,10,185000
160,24.0,2572,Pave,7,5,0.0,604,92,696,696,720,0,1416,1,0,2,1,3,1,6,0,2,484,5,155000
20,50.0,7207,Pave,5,7,0.0,696,162,858,858,0,0,858,1,0,1,0,2,1,4,0,0,0,2,116500
60,,12227,Pave,6,7,424.0,896,434,1330,1542,1330,0,2872,1,0,2,1,4,1,11,1,2,619,7,272000
160,24.0,2308,Pave,6,6,0.0,556,248,804,804,744,0,1548,1,0,2,1,3,1,7,1,2,440,7,155000
20,122.0,11923,Pave,9,5,0.0,0,1800,1800,1800,0,0,1800,0,0,2,0,2,1,7,0,2,702,5,239000
60,80.0,11316,Pave,7,5,44.0,624,193,817,824,1070,0,1894,1,0,2,1,4,1,8,1,2,510,2,214900
60,65.0,10237,Pave,6,5,0.0,0,783,783,783,701,0,1484,0,0,2,1,3,1,8,1,2,393,7,178900
50,130.0,9600,Pave,5,7,0.0,428,300,728,976,332,0,1308,1,0,1,1,2,1,7,2,1,256,6,160000
20,,7390,Pave,5,7,151.0,902,196,1098,1098,0,0,1098,1,0,1,0,3,1,6,0,1,260,7,135000
50,50.0,5925,Pave,3,6,0.0,0,600,600,600,368,0,968,0,0,1,0,2,1,6,0,0,0,5,37900
190,75.0,10382,Pave,6,5,105.0,513,75,588,1095,0,0,1095,1,0,1,0,2,1,6,0,1,264,3,140000
50,60.0,10800,Pave,4,4,0.0,0,720,720,720,472,0,1192,0,0,1,1,4,1,6,0,0,0,12,135000
160,36.0,2268,Pave,7,5,106.0,567,197,764,764,862,0,1626,0,0,2,0,2,1,6,0,2,474,7,173000
120,55.0,7892,Pave,6,5,0.0,0,918,918,918,0,0,918,0,0,2,0,2,1,5,1,1,264,4,99500
20,95.0,11639,Pave,7,5,,0,1428,1428,1428,0,0,1428,0,0,2,0,3,1,6,0,2,480,12,182000
70,60.0,11414,Pave,7,8,0.0,0,728,728,1136,883,0,2019,0,0,1,0,3,1,8,0,2,532,10,167500
160,,2651,Pave,7,5,0.0,641,32,673,673,709,0,1382,1,0,2,1,3,1,6,0,2,490,4,165000
30,51.0,5900,Pave,4,7,0.0,0,440,440,869,0,0,869,0,0,1,0,2,1,4,0,0,0,8,85500
120,35.0,4274,Pave,7,5,,1106,135,1241,1241,0,0,1241,1,0,1,1,1,1,4,0,2,569,11,199900
20,68.0,9450,Pave,4,5,0.0,552,342,894,894,0,0,894,0,0,1,0,3,1,5,0,2,400,5,110000
20,80.0,8816,Pave,5,6,0.0,651,470,1121,1121,0,0,1121,1,0,1,0,3,1,5,0,2,480,6,139000
85,,12122,Pave,7,9,210.0,867,77,944,999,0,0,999,1,0,1,0,3,1,6,0,2,588,7,178400
60,98.0,12203,Pave,8,5,975.0,854,371,1225,1276,1336,0,2612,1,0,2,1,4,1,8,1,3,676,7,336000
20,43.0,3182,Pave,7,5,16.0,0,1266,1266,1266,0,0,1266,0,0,2,0,2,1,6,1,2,388,3,159895
60,,11250,Pave,8,5,0.0,0,1128,1128,1149,1141,0,2290,0,0,2,1,4,1,9,1,2,779,5,255900
90,75.0,10125,Pave,5,5,0.0,0,0,0,1302,432,0,1734,0,0,2,0,4,2,8,0,2,539,8,126000
190,68.0,10880,Pave,5,5,0.0,1040,124,1164,1164,0,0,1164,1,0,1,0,3,1,5,0,1,240,8,125000
50,59.0,5310,Pave,6,8,0.0,0,485,485,1001,634,0,1635,0,0,1,0,2,1,5,0,1,255,6,117000
20,83.0,10159,Pave,9,5,450.0,1646,284,1930,1940,0,0,1940,1,0,2,1,3,1,8,1,3,606,4,395192
60,,12046,Pave,6,6,298.0,156,692,848,1118,912,0,2030,0,0,2,1,4,1,8,1,2,551,6,195000
60,65.0,8125,Pave,7,5,0.0,0,770,770,778,798,0,1576,0,0,2,1,3,1,6,0,2,614,8,197000
60,82.0,9452,Pave,8,5,423.0,1074,322,1396,1407,985,0,2392,1,0,2,1,3,1,7,1,3,870,6,348000
70,121.0,17671,Pave,8,9,0.0,216,700,916,916,826,0,1742,0,0,1,1,4,1,8,1,2,424,11,168000
60,80.0,9760,Pave,6,8,340.0,536,169,822,1020,831,0,1851,0,0,2,1,3,1,7,1,2,440,7,187000
60,68.0,8846,Pave,6,5,0.0,0,750,750,750,750,0,1500,0,0,2,1,3,1,6,0,2,564,8,173900
20,96.0,12456,Pave,10,5,230.0,1172,528,1700,1718,0,0,1718,1,0,2,0,3,1,7,1,3,786,7,337500
50,51.0,4712,Pave,4,7,0.0,384,363,747,774,456,0,1230,1,0,1,1,3,1,5,0,1,305,8,121600
20,,10659,Pave,5,6,0.0,915,135,1050,1050,0,0,1050,1,0,1,0,3,1,6,0,1,368,1,136500
20,,11717,Pave,6,6,571.0,0,1442,1442,1442,0,0,1442,0,0,2,0,2,1,6,1,2,615,2,185000
30,60.0,9786,Pave,3,4,0.0,0,1007,1007,1077,0,0,1077,0,0,1,0,3,1,6,1,1,210,5,91000
20,64.0,6762,Pave,7,5,24.0,686,501,1187,1208,0,0,1208,1,0,2,0,2,1,6,0,2,632,2,206000
